title,text,rating,timestamp,item_title,category,label,images
Compact and well-built,"This blacklight is a nice little gadget. It lights things up nicely, and it’s well built. I like how small it is, taking up very little space in the drawer. And my favorite part about it is the fact that it is charged via USB and doesn’t require batteries! The USB-A connector is built right into the handle, so no cord is required, just use any USB-A block you might have around the house. It was already charged right out of the box.",4,09/12/2022 04:15,"DARKDAWN UV 365nm Black Lights Mini Flashlight USB Rechargeable, Woods Lamp Portable LED Ultraviolet Pocket 370nm - Blacklight for Cat Urine Detection, Stains, Uranium Glass, Leak Detection, V4 365 nm",Tools_and_Home_Improvement,OR,
Bright beam easy to see.,Should lay flat on a surface to project level line across distance to another surface. Using it to align parallel countertops is a little tricky.,3,30/08/2022 06:01,"PREXISO 30FT Self Leveling Cross Line Laser, Switchable Vertical and Horizontal Red-Beam Line with Mount Clamps, 2 AA Batteries Included",Tools_and_Home_Improvement,OR,
Stopped working after a year,Stopped working after a year. Have not heard back from seller.,1,18/06/2022 13:02,"LED Flush Mount Ceiling Light | Dimmable | Brushed Nickel | Double Ring | Round (10 inches, 3000K Warm White)",Tools_and_Home_Improvement,OR,
Added safety...,"One of those things you know you need, hope you never use. Easy install, glad to know they are working.",5,17/04/2022 12:35,"FIRST ALERT Carbon Monoxide Detector, No Outlet Required, Battery Operated, 2-Pack, CO400, White",Tools_and_Home_Improvement,OR,
No Plastic Parts,"This is a quality product that should last longer than the 2 years the plastic one i installed lasted. There's no instructions but it's very easy to install. Take the silver screw out from the handle, Unscrew the silver base, clockwise and take off along with the rubber washer (these will go on the outside of the tank). Insert the rest from the inside, keeping the gold nut straight in the hole.  Rescrew on the silver base, counter clockwise and make sure your rubber washer is between the outside tank and silver base. Snug tighten it then put your handle back on with the silver screw and your done.",5,28/07/2022 14:16,"EZ-FLO 40061 Solid Brass Arm-Heavy-Duty, 8.5"" Length, Chrome",Tools_and_Home_Improvement,OR,
Quality pliers,These do not twist or deflect when used hard.,5,10/01/2023 00:33,"KNIPEX - 38 71 200 Tools - Long Nose Pliers Without Cutter, Angled (3871200)",Tools_and_Home_Improvement,OR,
"Driver is slippery, worse if you hands have any oils at all.","I wanted to like it, but I just can't. Case: The case is nice, it has magnetic sides, though I wish it was a trifold of some sort, as the sides fall off easily. This could be remedies with better magnets. Currently the design of the case while ""cool"" is not very functional. No place for the drive to be protected, see driver below for more. The drive resides in a plastic tube with two rubber plugs. If you lose any of these 3 parts, the drive can not longer be secured. There is no room for the charging cable, and no room for the accessories even the base model comes with. The bit holders are fantastic and should be a model for all other companies. The case has no markings for bit size Bits: So far they seem fantastic, it listed them as magnetic, but I haven't found any that are magnetic on their own. You must use the tool on any bit you want to be magnetic, I found it wore off within 5 minutes and frankly was a bit sad. Bits should be marked clearer, with white enamel paint inside the engraved text. or apply lettering to the case to easily see the size. Driver: Super smooth driver with no grip, high initial torque, enough it can fly out of your hands, or spin small devices out of your opposite hand. There should be some texture or rubberized material to reduce this. Overall there is little power to this driver, screws with heads designed to seat into a enclosures such as hard drive screws, it can barely turn them. Driver also has no protection against pushing both buttons, a simple xor gate would have fixed this. it can be one or the other, not both. This driver has no such luxuries, so hopefully it does not get stuck in your pocket, or something presses against the plastic tube that protects it. Lightly pressing on the tube sides cause it to turn on, if you don't catch it, it will burn up the driver. I thought maybe I could face the buttons to the case to protect them, but lightly pressing still activates it. Final thoughts: It also comes with a small magnetic worktable, sadly it is black and screws are hard to see on it. There is no place on the plastic case for it to even stick too. just another accessory to carry around lose, just like the magnetizing tool, and cable. The case has a giant lettering of CS0233 on it, which is just ugly, and means little to nothing, it also has an even bigger 56+1 with a picture of a bit, again pointless the opposite has a giant logo and a screw and spring on it. The lack of protection on pushing both buttons, the weird out of case holder for the driver that only works if you have 3 pieces to combine is just a bad design. The case could be trifold to protect all bits from falling out, and protect the driver. Case could also use an internal battery you can plug the whole case in with a retractable cable, and dock style charging to the driver. This product is a big expensive for the lack of any decent features. Aliexpress has provided us with much better for a fraction of the cost, and only a small loss in quality.",3,14/01/2023 01:48,"PKEY Electric Screwdriver, Electric Screwdriver Set with 55 Magnetic Precision Bit, Type-C Rechargeable 260mAh Battery, 3 LED Light, Cordless Electric Screwdriver for PC Building, Electronics, Watch",Tools_and_Home_Improvement,OR,
Love The Design,"I wanted to love this light fixture by UZNHTY and still do, but it is  just too small for my dining area.  I wanted this type with Rattan woven design, as I had never seen woven light fixtures like this before and loved the design  I wanted to replace an industrial fixture I have now, with the fiber weavings in BoHo design.  I love this one, but it will be too small for above my table.  I will keep looking for a larger design with close weavings to add some spice to my dining area.  Anytime I find things made of natural fibers and woven reeds I am hooked.  I will eventually find a place for it in my home.",4,28/01/2023 18:52,Uznhty Pendant Lights Kitchen Island Dining Room Light Fixture Rattan Chandelier Boho Light Fixture Suitable for Restaurant Bar Kitchen Island Hallway Balcony,Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/61I7w-s79JL._SL1600_.jpg
Perfect for mirrored surfaces,Bought for mirrored closet door & am more the ssyigird’,5,12/03/2023 14:52,"Mirart Pull Handle, Self Stick Small Square Acrylic Mirror Beveled Knob (12 Pack)",Tools_and_Home_Improvement,OR,
Just got it this morning,"*UPDATE* Delivered Aug 2nd. Today is Aug 11. It will not turn on tonight. I plugged it in and the little light on the front will not turn on to say charging. Shame. I really liked this product. Cannot return cuz threw box away. I wouldn't be upset if it lasted at least a month (for only $6) but dying 2 weeks later, shame. It goes very warm bright to barely on which is what I wanted besides changing to color mode. The instructions are not clear on how to make it change colors. After 30 min of being frustrated, reading what written directions there were, and trying the different taps, I re-looked at it on here thinking maybe I ordered one that didn't change color. Then I saw the video on here and saw the person do something on the bottom to make it change color. The video is dark so I have no idea what she did so I just pressed and double pressed ""places"" on the bottom. It changed color! Ask me to do it again and I'll have no clue what exactly I did to initially change it. So do yourself a favor and watch the video on here. Other than all that, Im satisfied with this for the price. Again, I just wanted something that was very warm bright to barely there and changes color. I don't see a moving sensor on this nor was there a remote controller.",1,03/08/2022 00:22,"LUSCREAL Night Light for Kids, Multicolor & Warm Kids Night Lights for Bedroom, Baby Night Light with 1H Timer & Touch Control, ABS LED Kids Lamps, Nursery Light for Kids Room",Tools_and_Home_Improvement,OR,
Easy install..,This was the easiest and simplest thing to install and I use it in my kitchen so when somebody walks into the kitchen and they get a nice low light. It works beautifully the only thing I find annoying is having to charge it. And that’s just me I have so many things that I have to keep charge and it makes me crazy. But it works beautifully and I love that you can adjust the kind of light you want with it be bright white warm white. It was worth buying.,4,05/11/2022 12:11,"Homelife LED Motion Sensor Bars Lights, 20LEDS Wireless Under Cabinet Lighting, LED Closet Lights, Build in Rechargeable Battery, Stick-on Magnetic Motion Sensor Light Indoor for Kitchen, Stairway",Tools_and_Home_Improvement,OR,
Could be better,"Got this for my daughter for Christmas because she loves mushrooms and needed a new nightlight. Worked for about five minutes. Still works but not very well. Motion sensing, but not very bright.",4,29/12/2022 21:03,"Rienar Sensor Led Night Light, Color Changing Plug-in LED Mushroom Dream Bed Lamp",Tools_and_Home_Improvement,OR,
For Very Small Fasteners,"I got this screwdriver set to replace an existing one that was cheaply made and had a clumsy case. This set is much much better - but for extremely small fasteners. Think of the screws holding your glasses or sunglasses together. That's the largest size. The screwdrivers all get smaller than that. Seriously, you'll need a jeweler's loupe to see what these are designed to be used on. That being said, this is a well-designed and executed screwdriver set. Pros:  - Every tip has its own handle, so there's no swapping out tips in a common handle.  - The grips on the handles are big enough for easy use, yet not so big they get in your way.  - There is a swivel opposite the tip end so that you can easily push down and twist with your fingertips, when this works (see below).  - Each type of screwdriver has its own color code and each has its size clearly marked on the handle.  - The case is soft, well designed and closes with Velcro. Fairly easy to removed and return the tools.  - The bonus tools are a nice addition:   - A magnetic loop to keep the tips magnetized if you want.   - A non-metallic probe with a pointy and a flat end to manipulate small parts.   - An extremely precise pair of tweezers. These could easily pick up a single grain of salt. I separated the tweezers in my photo so you can see how tiny the tips are. Needle-sharp, so they really need the included plastic tip protector. Cons: (I took off one star because the screwdriver set is not quite perfect)  - Some swivels (see above) turn easily and some have a lot of friction.  - One of the star screwdrivers arrived with a bent tip.  - You need to struggle with the elastic loops holding the screwdrivers in the case to insert the tools. Overall, this is a fine precision screwdriver set for teeny tiny fasteners, well worth the price.",4,19/08/2022 19:19,"OPOW 19-Piece Precision Screwdriver Set with Pouch, Phillips, Slotted, Pentalobe Torx Star for PC, Laptop, Phone, Camera, Eyeglass, Watch, Toys, Non-Slip Grip, Magnetic Small Screwdrivers set",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/81Clr1vdbSL._SL1600_.jpg
This LED is really a great way of saving money on the electrical bill,A great product it seems to be sturdy and not built cheaply I would highly recommend it and I would purchase it again as it seems to be exactly what I expected of a good product. Thank you,5,25/10/2022 05:25,CTKcom 78 mm/3.1 in R7S LED Bulb (2 Pack) 110V 10W White 6000K T3 J Type Halogen Bulb Replacement 100W Halogen Bulb Equivalent Double Ended,Tools_and_Home_Improvement,OR,
Very Bright,"Compared to a 250W UFO, this seems to be just as bright.",5,15/09/2022 15:49,"BFT UFO LED High Bay Light 150W 22500LM 0-10V Dimmable 5000K,600W HID/HPS Replacement,5' Cable with 110V US Plug,UL Certified Driver IP65 Hanging Hook,Safe Rope,Factory,Warehouse,Shop Lights,Workshop",Tools_and_Home_Improvement,OR,
Works,I used this with no complaints.  Don't skimp and do the job right.,5,16/09/2022 03:42,DANCO Waterproof Silicone Faucet Grease | Silicone Sealant | Plumbers valve Grease for O-rings | 0.5 oz. | 1-Pack (88693),Tools_and_Home_Improvement,OR,
